Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Hispanic/Latino,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Male,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Students with Disabilities (SWD),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Talented and Gifted (TAG),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,Total Population (All Students),All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,English Language Arts,White,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Econo. Disadvantaged,All Grades,50,53.8,20,21.5,30,32.3,16,17.2,27,29.0,94,91.3
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Female,All Grades,96,71.6,48,35.8,48,35.8,22,16.4,16,11.9,135,91.2
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Hispanic/Latino,All Grades,24,68.6,8,22.9,16,45.7,5,14.3,6,17.1,35,92.1
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,English Learners,All Grades,5,33.3,0,0.0,5,33.3,4,26.7,6,40.0,16,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Male,All Grades,96,61.1,47,29.9,49,31.2,31,19.7,30,19.1,157,93.5
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Multi-Racial,All Grades,5,71.4,3,42.9,2,28.6,1,14.3,1,14.3,7,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,SWD with Accommodations,All Grades,2,11.8,1,5.9,1,5.9,3,17.6,12,70.6,17,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Students with Disabilities (SWD),All Grades,3,11.5,1,3.8,2,7.7,5,19.2,18,69.2,26,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,Total Population (All Students),All Grades,192,66.0,95,32.6,97,33.3,53,18.2,46,15.8,292,92.4
2016-2017,1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,English Language Arts,White,All Grades,159,64.9,83,33.9,76,31.0,47,19.2,39,15.9,245,92.5
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Econo. Disadvantaged,All Grades,9,28.1,1,3.1,8,25.0,13,40.6,10,31.3,32,72.7
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Female,All Grades,7,36.8,1,5.3,6,31.6,8,42.1,4,21.1,19,70.4
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Hispanic/Latino,All Grades,1,14.3,0,0.0,1,14.3,5,71.4,1,14.3,7,87.5
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Male,All Grades,2,15.4,0,0.0,2,15.4,5,38.5,6,46.2,13,76.5
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Multi-Racial,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Students with Disabilities (SWD),All Grades,2,20.0,0,0.0,2,20.0,3,30.0,5,50.0,10,71.4
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,Total Population (All Students),All Grades,9,28.1,1,3.1,8,25.0,13,40.6,10,31.3,32,72.7
2016-2017,1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,English Language Arts,White,All Grades,8,32.0,1,4.0,7,28.0,8,32.0,9,36.0,25,71.4
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Econo. Disadvantaged,All Grades,23,57.5,6,15.0,17,42.5,8,20.0,9,22.5,40,36.7
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Female,All Grades,26,60.5,11,25.6,15,34.9,10,23.3,7,16.3,43,29.1
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Hispanic/Latino,All Grades,8,66.7,4,33.3,4,33.3,2,16.7,2,16.7,12,29.3
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Male,All Grades,29,52.7,5,9.1,24,43.6,20,36.4,6,10.9,55,32.2
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Students with Disabilities (SWD),All Grades,6,33.3,0,0.0,6,33.3,8,44.4,4,22.2,18,37.5
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,Total Population (All Students),All Grades,55,56.1,16,16.3,39,39.8,30,30.6,13,13.3,98,30.7
2016-2017,1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,English Language Arts,White,All Grades,43,53.8,10,12.5,33,41.3,26,32.5,11,13.8,80,31.3
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Black/African American,All Grades,1,16.7,0,0.0,1,16.7,2,33.3,3,50.0,6,75.0
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Econo. Disadvantaged,All Grades,36,57.1,9,14.3,27,42.9,17,27.0,10,15.9,63,88.7
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Female,All Grades,259,82.5,95,30.3,164,52.2,39,12.4,16,5.1,314,90.5
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Hispanic/Latino,All Grades,15,65.2,3,13.0,12,52.2,5,21.7,3,13.0,23,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Male,All Grades,229,65.8,66,19.0,163,46.8,75,21.6,44,12.6,349,94.1
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Multi-Racial,All Grades,13,81.3,6,37.5,7,43.8,2,12.5,1,6.3,16,80.0
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,SWD with Accommodations,All Grades,2,15.4,0,0.0,2,15.4,7,53.8,4,30.8,13,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Students with Disabilities (SWD),All Grades,6,20.0,0,0.0,6,20.0,15,50.0,9,30.0,30,88.2
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,Total Population (All Students),All Grades,488,73.7,161,24.3,327,49.4,114,17.2,60,9.1,663,92.3
2016-2017,1976,Bend-LaPine Administrative SD 1,5292,Pacific Crest Middle School,English Language Arts,White,All Grades,453,74.8,151,24.9,302,49.8,102,16.8,51,8.4,606,92.5
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Asian,All Grades,5,71.4,2,28.6,3,42.9,2,28.6,0,0.0,7,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Econo. Disadvantaged,All Grades,193,51.3,47,12.5,146,38.8,121,32.2,62,16.5,377,95.9
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Extended Assessment,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Female,All Grades,204,65.6,69,22.2,135,43.4,77,24.8,30,9.6,313,95.1
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Hispanic/Latino,All Grades,38,39.6,9,9.4,29,30.2,32,33.3,26,27.1,99,97.1
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,American Indian/Alaskan Native,All Grades,4,50.0,1,12.5,3,37.5,4,50.0,0,0.0,8,80.0
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,English Learners,All Grades,4,13.3,0,0.0,4,13.3,10,33.3,16,53.3,33,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Male,All Grades,184,56.3,44,13.5,140,42.8,90,27.5,53,16.2,328,95.9
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Multi-Racial,All Grades,13,86.7,1,6.7,12,80.0,1,6.7,1,6.7,15,93.8
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,SWD with Accommodations,All Grades,7,13.5,0,0.0,7,13.5,17,32.7,28,53.8,52,100.0
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Students with Disabilities (SWD),All Grades,14,17.3,0,0.0,14,17.3,27,33.3,40,49.4,81,88.0
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,Total Population (All Students),All Grades,388,60.8,113,17.7,275,43.1,167,26.2,83,13.0,641,95.5
2016-2017,1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,English Language Arts,White,All Grades,325,64.2,100,19.8,225,44.5,126,24.9,55,10.9,506,95.5
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Black/African American,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Econo. Disadvantaged,All Grades,39,51.3,14,18.4,25,32.9,9,11.8,28,36.8,76,97.4
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Female,All Grades,91,69.5,42,32.1,49,37.4,18,13.7,22,16.8,131,96.3
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Hispanic/Latino,All Grades,9,32.1,5,17.9,4,14.3,2,7.1,17,60.7,28,93.3
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,English Learners,All Grades,1,7.7,0,0.0,1,7.7,1,7.7,11,84.6,13,92.9
2016-2017,1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,English Language Arts,Male,All Grades,77,57.9,36,27.1,41,30.8,24,18.0,32,24.1,133,97.1
