Academic Year,District ID,District,School ID,School,Subject,Student Group,Grade Level,Number Proficient (Level 3 or 4),Percent Proficient (Level 3 or 4),Number Level 4,Percent Level 4,Number Level 3,Percent Level 3,Number Level 2,Percent Level 2,Number Level 1,Percent Level 1,Number of Participants,Participation Rate
2016-2017,2180,Portland SD 1J,873,Maplewood Elementary School,Mathematics,White,All Grades,75,59.5,24,19.0,51,40.5,32,25.4,19,15.1,126,92.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Black/African American,All Grades,8,15.4,3,5.8,5,9.6,20,38.5,24,46.2,57,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Econo. Disadvantaged,All Grades,26,25.5,9,8.8,17,16.7,33,32.4,43,42.2,110,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Female,All Grades,37,39.8,14,15.1,23,24.7,30,32.3,26,28.0,96,99.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Hispanic/Latino,All Grades,2,11.8,1,5.9,1,5.9,7,41.2,8,47.1,18,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,English Learners,All Grades,6,14.6,2,4.9,4,9.8,7,17.1,28,68.3,49,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Male,All Grades,46,46.9,25,25.5,21,21.4,22,22.4,30,30.6,103,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Multi-Racial,All Grades,12,60.0,6,30.0,6,30.0,3,15.0,5,25.0,20,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,9,28.1,3,9.4,6,18.8,4,12.5,19,59.4,32,100.0
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,Total Population (All Students),All Grades,83,43.5,39,20.4,44,23.0,52,27.2,56,29.3,199,99.5
2016-2017,2180,Portland SD 1J,1278,Markham Elementary School,Mathematics,White,All Grades,60,61.9,29,29.9,31,32.0,22,22.7,15,15.5,99,99.0
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Black/African American,All Grades,4,5.0,1,1.3,3,3.8,9,11.3,67,83.8,80,88.9
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Econo. Disadvantaged,All Grades,13,7.6,4,2.3,9,5.2,31,18.0,128,74.4,172,91.0
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Female,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Hispanic/Latino,All Grades,4,7.1,2,3.6,2,3.6,10,17.9,42,75.0,56,93.3
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Male,All Grades,9,12.2,3,4.1,6,8.1,13,17.6,52,70.3,74,91.4
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Multi-Racial,All Grades,1,5.3,0,0.0,1,5.3,5,26.3,13,68.4,19,90.5
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,SWD with Accommodations,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Students with Disabilities (SWD),All Grades,1,5.0,0,0.0,1,5.0,2,10.0,17,85.0,20,74.1
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,Total Population (All Students),All Grades,13,7.6,4,2.3,9,5.2,31,18.0,128,74.4,172,91.0
2016-2017,2180,Portland SD 1J,866,Martin Luther King Jr. School,Mathematics,White,All Grades,4,30.8,1,7.7,3,23.1,5,38.5,4,30.8,13,100.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Asian,All Grades,37,60.7,27,44.3,10,16.4,10,16.4,14,23.0,61,95.3
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Black/African American,All Grades,5,26.3,1,5.3,4,21.1,3,15.8,11,57.9,19,79.2
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Econo. Disadvantaged,All Grades,81,40.5,37,18.5,44,22.0,47,23.5,72,36.0,201,88.9
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Female,All Grades,43,42.2,15,14.7,28,27.5,21,20.6,38,37.3,102,85.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Hispanic/Latino,All Grades,6,17.6,1,2.9,5,14.7,14,41.2,14,41.2,34,85.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,English Learners,All Grades,8,22.2,4,11.1,4,11.1,8,22.2,20,55.6,37,86.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Male,All Grades,38,38.8,22,22.4,16,16.3,26,26.5,34,34.7,99,93.4
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Multi-Racial,All Grades,3,27.3,1,9.1,2,18.2,2,18.2,6,54.5,11,84.6
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Pacific Islander,All Grades,1,14.3,1,14.3,0,0.0,3,42.9,3,42.9,7,87.5
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,SWD with Accommodations,All Grades,1,14.3,0,0.0,1,14.3,1,14.3,5,71.4,7,100.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,7,25.9,2,7.4,5,18.5,3,11.1,17,63.0,27,75.0
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,16,88.9,13,72.2,3,16.7,2,11.1,0,0.0,18,94.7
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,Total Population (All Students),All Grades,81,40.5,37,18.5,44,22.0,47,23.5,72,36.0,201,88.9
2016-2017,2180,Portland SD 1J,875,Marysville Elementary School,Mathematics,White,All Grades,27,42.2,5,7.8,22,34.4,15,23.4,22,34.4,65,89.0
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Econo. Disadvantaged,All Grades,7,25.9,3,11.1,4,14.8,8,29.6,12,44.4,27,58.7
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Female,All Grades,41,47.7,25,29.1,16,18.6,20,23.3,25,29.1,86,67.7
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Hispanic/Latino,All Grades,7,46.7,4,26.7,3,20.0,3,20.0,5,33.3,15,68.2
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Male,All Grades,47,52.8,28,31.5,19,21.3,18,20.2,24,27.0,89,73.6
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Multi-Racial,All Grades,4,36.4,3,27.3,1,9.1,2,18.2,5,45.5,11,73.3
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Students with Disabilities (SWD),All Grades,11,37.9,10,34.5,1,3.4,6,20.7,12,41.4,29,63.0
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Talented and Gifted (TAG),All Grades,21,91.3,17,73.9,4,17.4,2,8.7,0,0.0,23,74.2
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,Total Population (All Students),All Grades,88,50.3,53,30.3,35,20.0,38,21.7,49,28.0,175,70.6
2016-2017,2180,Portland SD 1J,916,Metropolitan Learning Center,Mathematics,White,All Grades,73,50.7,43,29.9,30,20.8,33,22.9,38,26.4,144,70.6
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Asian,All Grades,21,61.8,13,38.2,8,23.5,9,26.5,4,11.8,37,100.0
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Black/African American,All Grades,3,21.4,0,0.0,3,21.4,4,28.6,7,50.0,16,100.0
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Econo. Disadvantaged,All Grades,42,33.9,12,9.7,30,24.2,37,29.8,45,36.3,129,93.5
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Female,All Grades,187,61.1,99,32.4,88,28.8,68,22.2,51,16.7,308,86.5
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Hispanic/Latino,All Grades,34,42.0,13,16.0,21,25.9,25,30.9,22,27.2,81,85.3
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Indian Education,All Grades,3,33.3,1,11.1,2,22.2,5,55.6,1,11.1,9,90.0
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Male,All Grades,180,56.8,99,31.2,81,25.6,77,24.3,60,18.9,320,92.2
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Multi-Racial,All Grades,61,67.8,30,33.3,31,34.4,20,22.2,9,10.0,90,88.2
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,SWD with Accommodations,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Students with Disabilities (SWD),All Grades,9,15.5,3,5.2,6,10.3,14,24.1,35,60.3,58,89.2
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,Total Population (All Students),All Grades,367,58.9,198,31.8,169,27.1,145,23.3,111,17.8,628,89.3
2016-2017,2180,Portland SD 1J,877,Mt Tabor Middle School,Mathematics,White,All Grades,245,61.6,142,35.7,103,25.9,84,21.1,69,17.3,398,89.2
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Asian,All Grades,11,44.0,6,24.0,5,20.0,5,20.0,9,36.0,25,92.6
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Black/African American,All Grades,10,8.9,4,3.6,6,5.4,22,19.6,80,71.4,112,93.3
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Econo. Disadvantaged,All Grades,51,16.1,16,5.1,35,11.1,73,23.1,192,60.8,317,92.2
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Female,All Grades,92,33.5,39,14.2,53,19.3,65,23.6,118,42.9,275,93.2
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Hispanic/Latino,All Grades,30,22.7,8,6.1,22,16.7,22,16.7,80,60.6,133,95.0
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,American Indian/Alaskan Native,All Grades,1,16.7,0,0.0,1,16.7,1,16.7,4,66.7,6,75.0
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Indian Education,All Grades,5,26.3,3,15.8,2,10.5,3,15.8,11,57.9,19,95.0
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,English Learners,All Grades,< 5.0%,< 5.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Male,All Grades,77,28.0,31,11.3,46,16.7,61,22.2,137,49.8,276,90.5
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Migrant Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Multi-Racial,All Grades,19,39.6,8,16.7,11,22.9,5,10.4,24,50.0,48,92.3
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Pacific Islander,All Grades,3,12.5,1,4.2,2,8.3,10,41.7,11,45.8,24,88.9
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,SWD with Accommodations,All Grades,4,9.3,1,2.3,3,7.0,3,7.0,36,83.7,43,100.0
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Students with Disabilities (SWD),All Grades,11,11.5,5,5.2,6,6.3,10,10.4,75,78.1,96,91.4
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Talented and Gifted (TAG),All Grades,> 95.0%,> 95.0%,-,-,-,-,-,-,-,-,-,-
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,Total Population (All Students),All Grades,169,30.7,70,12.7,99,18.0,126,22.9,255,46.4,551,91.8
2016-2017,2180,Portland SD 1J,878,Ockley Green Middle School,Mathematics,White,All Grades,95,46.8,43,21.2,52,25.6,61,30.0,47,23.2,203,89.8
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Econo. Disadvantaged,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Female,All Grades,6,37.5,2,12.5,4,25.0,7,43.8,3,18.8,16,72.7
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Hispanic/Latino,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Indian Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,English Learners,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Male,All Grades,10,66.7,7,46.7,3,20.0,4,26.7,1,6.7,15,78.9
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Multi-Racial,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Students with Disabilities (SWD),All Grades,2,33.3,1,16.7,1,16.7,3,50.0,1,16.7,6,50.0
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,Total Population (All Students),All Grades,16,51.6,9,29.0,7,22.6,11,35.5,4,12.9,31,75.6
2016-2017,2180,Portland SD 1J,3451,Opal School of the Portland Children's Museum,Mathematics,White,All Grades,14,58.3,9,37.5,5,20.8,8,33.3,2,8.3,24,77.4
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Asian,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Black/African American,All Grades,3,13.6,1,4.5,2,9.1,4,18.2,15,68.2,22,84.6
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Econo. Disadvantaged,All Grades,8,11.1,1,1.4,7,9.7,21,29.2,43,59.7,72,87.8
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Female,All Grades,8,18.6,0,0.0,8,18.6,15,34.9,20,46.5,43,87.8
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Hispanic/Latino,All Grades,5,16.7,2,6.7,3,10.0,8,26.7,17,56.7,30,90.9
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,American Indian/Alaskan Native,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,English Learners,All Grades,1,7.1,0,0.0,1,7.1,2,14.3,11,78.6,14,87.5
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Male,All Grades,17,28.8,6,10.2,11,18.6,12,20.3,30,50.8,59,86.8
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Multi-Racial,All Grades,4,26.7,0,0.0,4,26.7,4,26.7,7,46.7,15,100.0
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Pacific Islander,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Students with Disabilities (SWD),All Grades,1,6.3,0,0.0,1,6.3,4,25.0,11,68.8,16,61.5
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,Total Population (All Students),All Grades,25,24.5,6,5.9,19,18.6,27,26.5,50,49.0,102,87.2
2016-2017,2180,Portland SD 1J,879,Peninsula Elementary School,Mathematics,White,All Grades,13,40.6,3,9.4,10,31.3,10,31.3,9,28.1,32,80.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Asian,All Grades,5,71.4,1,14.3,4,57.1,0,0.0,2,28.6,8,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Black/African American,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Econo. Disadvantaged,All Grades,18,60.0,5,16.7,13,43.3,6,20.0,6,20.0,30,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Female,All Grades,23,52.3,10,22.7,13,29.5,13,29.5,8,18.2,44,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Hispanic/Latino,All Grades,3,37.5,2,25.0,1,12.5,3,37.5,2,25.0,8,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,American Indian/Alaskan Native,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Indian Education,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,English Learners,All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Male,All Grades,25,64.1,5,12.8,20,51.3,8,20.5,6,15.4,40,97.6
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Migrant Education,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Multi-Racial,All Grades,11,57.9,2,10.5,9,47.4,6,31.6,2,10.5,19,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Pacific Islander,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,SWD with Accommodations,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Students with Disabilities (SWD),All Grades,4,36.4,0,0.0,4,36.4,3,27.3,4,36.4,11,100.0
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Talented and Gifted (TAG),All Grades,*,*,*,*,*,*,*,*,*,*,*,*
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,Total Population (All Students),All Grades,48,57.8,15,18.1,33,39.8,21,25.3,14,16.9,84,98.8
2016-2017,2180,Portland SD 1J,4400,Portland Arthur Academy Charter School,Mathematics,White,All Grades,28,60.9,9,19.6,19,41.3,12,26.1,6,13.0,46,97.9
2016-2017,2180,Portland SD 1J,4534,Portland Village School,Mathematics,Asian,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4534,Portland Village School,Mathematics,Black/African American,All Grades,1,16.7,0,0.0,1,16.7,1,16.7,4,66.7,6,60.0
2016-2017,2180,Portland SD 1J,4534,Portland Village School,Mathematics,Econo. Disadvantaged,All Grades,17,25.0,4,5.9,13,19.1,22,32.4,29,42.6,68,84.0
2016-2017,2180,Portland SD 1J,4534,Portland Village School,Mathematics,Extended Assessment,All Grades,--,--,--,--,--,--,--,--,--,--,--,--
2016-2017,2180,Portland SD 1J,4534,Portland Village School,Mathematics,Female,All Grades,30,27.8,6,5.6,24,22.2,43,39.8,35,32.4,108,87.1
