school,city,county,district,esd,governance,ods.participation,ods.grades,ods.camp,ods.days,ods.nights,ods.academic.component,ods.total.students,curriculum.outside.provider,curriculum.school.district.staff,curriculum.volunteers,staffing.provider.staff,staffing.hs.mentors,staffing.parents.volunteers,staffing.community.experts,staffing.other,ela.numeric,math.numeric,science.numeric,frl,pct.white,lon,lat,ods.camp_1,ods.camp_2,ods.camp_3,ods.camp_4,ods.camp_5
Irvington Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Namanu",5,4,"Yes, and it CONNECTS TO STATE STANDARDS",115,Yes,No,No,Yes,No,No,No,No,0.595,0.47700000000000004,0.573,0.28859999999999997,0.564,-122.6521941,45.5399894,Camp Angelos,Camp Namanu,,,
Islamic School Of Met,Portland,Washington,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.6806067,45.5211917,,,,,
Jackson Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",75,,,,,,,,,0.7340000000000001,0.6679999999999999,0.8170000000000001,0.1802,0.6629999999999999,-122.9812377,45.5440686,Cedar Ridge,,,,
Jackson Elementary School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.342,0.21600000000000003,0.475,0.9014,0.397,-122.8872826,42.3316397,,,,,
Jackson Middle School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",176,Yes,No,No,Yes,No,No,No,No,0.735,0.525,0.7809999999999999,0.2752,0.7,-122.7145375,45.4485227,Camp Angelos,Camp Howard,Camp Namanu,,
Jacksonville Elementary School,Jacksonville,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.741,0.596,0.9129999999999999,0.285,0.802,-122.95804,42.317728,,,,,
Jacob Wismer Elementary School,Beaverton,Washington,Beaverton SD 48J,Northwest Regional ESD,Public,Yes,5,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",130,,,,,,,,,0.877,0.903,0.937,0.044199999999999996,0.318,-122.8232172,45.5602769,Cedar Ridge,,,,
James Madison Middle School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.486,0.359,0.6829999999999999,0.4522,0.7340000000000001,-123.1202974,44.1169585,,,,,
James Monroe Middle School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.627,0.473,0.735,0.4064,0.7040000000000001,-123.0658025,44.0752883,,,,,
Jane Goodall Environmental Middle School Charter School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,6,Jawbone Flats,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",32,,,,Yes,No,No,No,No,0.677,0.573,0.903,0.2347,0.8270000000000001,-123.0219593,44.965496,Jawbone Flats,,,,
Jefferson County Middle School,Madras,Jefferson,Jefferson County SD 509J,Jefferson ESD,Public,Yes,6,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",140,Yes,No,No,Yes,No,No,No,No,0.309,0.207,0.4,0.7848999999999999,0.38299999999999995,-121.1054776,44.6342252,Camp Tamarack,,,,
Jefferson Elementary School,Corvallis,Benton,Corvallis SD 509J,Linn Benton Lincoln ESD,Public,Yes,5,Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",69,Yes,No,No,Yes,No,Yes,No,No,0.684,0.636,0.7340000000000001,0.22769999999999999,0.828,-123.2800654,44.5857114,Hancock Field Station,,,,
Jefferson Elementary School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.56,0.45399999999999996,0.763,0.818,0.611,-122.8694097,42.3091415,,,,,
Jefferson Middle School,Jefferson,Marion,Jefferson SD 14J,Willamette ESD,Public,Yes,6,Jawbone Flats,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",64,Yes,No,No,Yes,No,Yes,No,No,0.418,0.373,0.667,0.5693,0.752,-123.010634,44.7316235,Jawbone Flats,,,,
Jewell School,Seaside,Clatsop,Jewell SD 8,Northwest Regional ESD,Public,Yes,"",Camp Westwind,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",6,,,,,,,,,0.526,0.21100000000000002,0.5,0.4129,0.768,-123.4980133,45.9291511,Camp Westwind,,,,
Joan Austin Elementary School,Newberg,Yamhill,Newberg SD 29J,Willamette ESD,Public,Yes,"",Twin Rocks Friends Conference,,,,,,,,,,,,,0.5479999999999999,0.47100000000000003,0.58,0.4915,0.75,-122.9682198,45.3168322,Twin Rocks Friends Conference,,,,
John C Fremont Middle School,Roseburg,Douglas,Douglas County SD 4,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.504,0.43,0.6779999999999999,0.5876,0.779,-123.37085,43.210738,,,,,
John Muir Elementary School,Ashland,Jackson,Ashland SD 5,Southern Oregon ESD,Public,Yes,"",,,,,,,,,,,,,,0.765,0.6709999999999999,0.882,0.392,0.7440000000000001,-122.686706,42.192639,,,,,
John Tuck Elementary School,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",50,Yes,No,No,Yes,No,Yes,No,No,0.42200000000000004,0.395,0.631,0.7662,0.731,-121.179847,44.278317,Hancock Field Station,,,,
Joseph Charter School,Joseph,Wallowa,Joseph SD 6,Region 18 ESD,Public,Yes,"4, 5, 6",6 Ranch,4,0,"Yes, and it CONNECTS TO STATE STANDARDS",68,,,,,,,,,0.647,0.474,0.708,0.41869999999999996,0.87,,,6 Ranch,,,,
Joseph Conger Elementary School,Klamath Falls,Klamath,Klamath Falls City Schools,Southern Oregon ESD,Public,Yes,5,Sun Pass State Forest,3,2,,50,,,,,,,,,0.344,0.273,0.381,0.6960999999999999,0.718,-121.796117,42.235004000000004,Sun Pass State Forest,,,,
Joseph Lane Middle School,Roseburg,Douglas,Douglas County SD 4,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.509,0.386,0.534,0.6121,0.76,-123.345746,43.234552,,,,,
Judson Middle School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.636,0.529,0.765,0.45649999999999996,0.7070000000000001,-123.0453176,44.8892548,,,,,
Juniper Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,"1, 2, 3","Camp Tamarack,Hancock Field Station",3,2,"Yes, and it CONNECTS TO STATE STANDARDS",125,Yes,No,No,Yes,No,No,No,No,0.664,0.565,0.698,0.5679,0.7829999999999999,-121.2882812,44.064344,Camp Tamarack,Hancock Field Station,,,
Kalapuya Elementary School,Salem,Polk,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,Canyonview Camp,3,2,,118,,,,,,,,,0.716,0.635,0.948,0.3373,0.753,-123.0754558,44.9645161,Canyonview Camp,,,,
Kalmiopsis Elementary School,Brookings,Curry,Brookings-Harbor SD 17C,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.43200000000000005,0.349,0.6779999999999999,0.5981000000000001,0.624,-124.2836599,42.0596489,,,,,
Keating Elementary School,Keating,Baker,Baker SD 5J,InterMountain ESD,Public,Yes,6,Elkhorn Wildlife Management Area,4,0,"Yes, and it CONNECTS TO STATE STANDARDS",3,Yes,Yes,No,No,No,Yes,Yes,No,0.733,0.667,,,0.72,-117.6119503,44.8896093,Elkhorn Wildlife Management Area,,,,
Keizer Elementary School,Keizer,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.332,0.332,0.674,0.7097,0.466,-123.0401349,45.0062631,,,,,
Kelso Elementary School,Boring,Clackamas,Oregon Trail SD 46,Clackamas ESD,Public,No,"",,,,,,,,,,,,,,0.508,0.522,0.7829999999999999,0.3547,0.858,-122.3068442,45.4204423,,,,,
Kennedy Elementary School,Keizer,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.376,0.251,0.493,0.8581,0.28800000000000003,-123.0074351,44.996274,,,,,
Kennedy Middle School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.585,0.46799999999999997,0.685,0.47859999999999997,0.665,-123.1565745,44.0342823,,,,,
Keno Elementary School,Keno,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",19,Yes,No,No,Yes,No,Yes,No,No,0.589,0.5579999999999999,0.667,0.6452,0.774,-121.931269,42.125467,Coastal Discovery Center at Camp Gray,,,,
Kids Unlimited Charter School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.391,0.294,0.36700000000000005,0.8046,0.376,-122.8751627,42.3351279,,,,,
Kings Valley Charter School,Philomath,Benton,Philomath SD 17J,Linn Benton Lincoln ESD,Public,Yes,6,Coastal Discovery Center at Camp Gray,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",14,Yes,Yes,No,No,No,Yes,Yes,No,0.557,0.51,0.8440000000000001,,0.8740000000000001,-123.4329189,44.6946132,Coastal Discovery Center at Camp Gray,,,,
Kingsview Christian School,North Bend,Coos,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-124.2366415,43.3934105,,,,,
Knight Elementary School,Canby,Clackamas,Canby SD 86,Clackamas ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",52,Yes,No,No,Yes,Yes,No,No,No,0.528,0.523,0.75,0.478,0.6729999999999999,-122.6981553,45.2653041,Camp Magruder,,,,
KNOVA Learning Oregon (Reynolds Public Charter School),Portland,Multnomah,Reynolds SD 7,Multnomah ESD,Public,Yes,6,Camp Angelos,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",39,Yes,No,No,Yes,No,No,No,No,0.26899999999999996,0.146,0.644,0.6397999999999999,0.294,-122.4737692,45.5174208,Camp Angelos,,,,
L'Etoile French Immersion School,Portland,Multnomah,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.675125,45.4813193,,,,,
Lacomb School,Lebanon,Linn,Lebanon Community SD 9,Linn Benton Lincoln ESD,Public,Yes,6,Camp Tadmor,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",21,Yes,Yes,No,Yes,Yes,Yes,Yes,No,0.5820000000000001,0.593,0.79,0.4753,0.789,-122.7400959,44.5859943,Camp Tadmor,,,,
LaCreole Middle School,Dallas,Polk,Dallas SD 2,Willamette ESD,Public,Yes,6,Camp Tapawingo,2,1,"Yes, and it CONNECTS TO STATE STANDARDS",126,Yes,No,No,Yes,No,No,No,No,0.507,0.408,0.585,0.5053,0.8140000000000001,-123.3011053,44.9231268,Camp Tapawingo,,,,
Ladd Acres Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",80,Yes,Yes,No,No,Yes,No,No,No,0.581,0.525,0.695,0.3201,0.485,-122.9035147,45.5021184,Camp Magruder,,,,
Lafayette Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.40700000000000003,0.366,0.5920000000000001,0.7382,0.65,-123.0919696,44.6124978,,,,,
Lake Creek Learning Center,Eagle Point,Jackson,Eagle Point SD 9,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.7859999999999999,0.679,0.875,,0.9309999999999999,-122.6173445,42.4260839,,,,,
Lake Oswego Middle School,Lake Oswego,Clackamas,Lake Oswego SD 7J,Clackamas ESD,Public,Yes,6,"Cedar Ridge,Trickle Creek",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",295,,,,,,,,,0.841,0.76,0.879,0.0768,0.73,-122.7028822,45.4236705,Cedar Ridge,Trickle Creek,,,
Lakeridge Middle School,Lake Oswego,Clackamas,Lake Oswego SD 7J,Clackamas ESD,Public,Yes,6,"Cedar Ridge,Camp Magruder",4,3,"Yes, and it CONNECTS TO STATE STANDARDS",276,,,,,,,,,0.8420000000000001,0.718,0.9229999999999999,0.0762,0.7879999999999999,-122.726563,45.3964204,Cedar Ridge,Camp Magruder,,,
Lamb Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,Yes,5,,2,1,,70,,,,,,,,,0.249,0.29,0.221,0.8169,0.254,-122.9601694,44.9762344,,,,,
Lane Middle School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Howard",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",99,Yes,No,No,Yes,No,No,No,No,0.341,0.251,0.424,0.7556999999999999,0.369,-122.6014092,45.4713215,Camp Angelos,Camp Arrah Wanna,Canby Grove,Camp Howard,
La Pine Elementary School,LaPine,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",65,Yes,No,No,Yes,No,No,No,No,0.364,0.38,0.585,0.7003,0.902,-121.5055204,43.6797243,Camp Tamarack,,,,
Latham Elementary School,Cottage Grove,Lane,South Lane SD 45J3,Lane ESD,Public,Yes,5,,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,Yes,No,No,Yes,No,Yes,No,0.527,0.46399999999999997,0.7,0.5905,0.867,-123.072712,43.764125,,,,,
Laurel Ridge Middle School,Sherwood,Washington,Sherwood SD 88J,Northwest Regional ESD,Public,Yes,6,Camp Magruder,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",159,,,,,,,,,0.85,0.764,0.888,0.10949999999999999,0.792,-122.8639026,45.3648132,Camp Magruder,,,,
Laurelhurst Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Howard,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",72,Yes,No,No,Yes,No,No,No,No,0.85,0.7340000000000001,0.902,0.10400000000000001,0.7759999999999999,-122.61937,45.529196,Camp Angelos,Camp Howard,Camp Namanu,,
Lava Ridge Elementary School,Bend,Deschutes,Bend-La Pine Admin SD 1,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",77,Yes,No,No,Yes,No,No,No,No,0.66,0.529,0.75,0.3177,0.856,-121.2821211,44.1066359,Camp Tamarack,,,,
Le Monde French Immersion Public Charter School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,No,"",,,,,,,,,,,,,,0.812,0.95,0.95,0.1119,0.787,-122.6446069,45.5226259,,,,,
Lee Elementary School,Canby,Clackamas,Canby SD 86,Clackamas ESD,Public,Yes,"",Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",58,,,,,,,,,0.342,0.28,0.37799999999999995,0.7415999999999999,0.607,-122.685867,45.2544643,Camp Magruder,,,,
Lee Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.531,0.43799999999999994,0.636,0.5663,0.498,-123.0034372,44.8741982,,,,,
Lee K-8 School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Angelos,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,No,No,Yes,No,No,No,No,0.532,0.441,0.607,0.47859999999999997,0.281,-122.5675887,45.5378556,Camp Angelos,Camp Namanu,,,
Lenox Elementary School,Portland,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",57,,,,,,,,,0.625,0.5539999999999999,0.764,0.3064,0.498,-122.8940102,45.5580737,Trickle Creek,,,,
Lent Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,"Camp Arrah Wanna,Camp Namanu",6,5,"Yes, and it CONNECTS TO STATE STANDARDS",54,Yes,No,No,Yes,No,No,No,No,0.252,0.165,0.45399999999999996,0.8222,0.25,-122.5637291,45.4853986,Camp Arrah Wanna,Camp Namanu,,,
Leslie Middle School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.528,0.316,0.743,0.6039,0.6,-123.0236253,44.900336,,,,,
Lewis & Clark Elementary School,Astoria,Clatsop,Astoria SD 1,Northwest Regional ESD,Public,Yes,5,Camp Kiwanilong,1,0,"Yes, and it CONNECTS TO STATE STANDARDS",150,No,Yes,No,,,,,,0.485,0.384,0.6759999999999999,0.5152,0.723,-123.843423,46.147525,Camp Kiwanilong,,,,
Lewis & Clark Elementary School,St Helens,Columbia,St Helens SD 502,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",107,Yes,No,No,Yes,Yes,No,No,No,0.441,0.465,0.8320000000000001,0.6145,0.81,-122.8076924,45.8622957,Cedar Ridge,,,,
Lewis and Clark Montessori Charter School,Gresham,Multnomah,Gresham-Barlow SD 10J,Multnomah ESD,Public,Yes,"4, 5, 6",Hancock Field Station,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",104,Yes,No,No,Yes,No,Yes,No,No,0.43700000000000006,0.21,0.69,0.305,0.774,-122.4329858,45.4978893,Hancock Field Station,,,,
Lewis Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Magruder,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",62,,,,,,,,,0.593,0.365,0.81,0.2978,0.753,-122.6175088,45.4739834,Camp Magruder,,,,
Liberty Elementary School,Albany,Linn,Greater Albany Public SD 8J,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.629,0.624,0.855,0.319,0.7959999999999999,-123.1182308,44.6191467,,,,,
Liberty Elementary School,Salem,Marion,Salem-Keizer SD 24J,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.489,0.342,0.785,0.6295000000000001,0.723,-123.0615322,44.8869293,,,,,
Life Christian School,Aloha,Washington,Private,Private,Private,Yes,6,Twin Rocks Friends Conference,3,2,,28,Yes,Yes,No,,,,,,,,,,,-122.8950677,45.4797834,Twin Rocks Friends Conference,,,,
Lighthouse Charter School,Coos Bay,Coos,Coos Bay SD 9,South Coast ESD,Public,No,"",,,,,,,,,,,,,,0.46799999999999997,0.36200000000000004,0.5710000000000001,0.2682,,-124.2003308,43.3540527,,,,,
Lincoln City Seventh-Day Adventist School,Lincoln City,Lincoln,Private,Private,Private,Yes,6,Big Lake Youth Camp,4,3,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",5,Yes,No,No,Yes,No,Yes,No,No,,,,,,-124.0018503,44.9800764,Big Lake Youth Camp,,,,
Lincoln Elementary School,Corvallis,Benton,Corvallis SD 509J,Linn Benton Lincoln ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",42,Yes,No,No,Yes,No,Yes,No,No,0.41600000000000004,0.391,0.5579999999999999,0.575,0.589,-123.2649396,44.5447155,Coastal Discovery Center at Camp Gray,,,,
Lincoln Elementary School,Woodburn,Marion,Woodburn SD 103,Willamette ESD,Public,No,"",,,,,,,,,,,,,,0.159,0.14400000000000002,0.191,0.7513,0.129,-122.8598424,45.1514058,,,,,
Lincoln Middle School,Cottage Grove,Lane,South Lane SD 45J3,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.5329999999999999,0.34700000000000003,0.602,0.6703,0.841,-123.065079,43.7844774,,,,,
Lincoln Middle School,Oakland,Douglas,Oakland SD 1,Douglas ESD,Public,No,"",,,,,,,,,,,,,,0.625,0.43200000000000005,0.691,0.5285,0.912,-123.299088,43.43013,,,,,
Lincoln Savage Middle School,Grants Pass,Josephine,Three Rivers/Josephine County SD,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.537,0.304,0.7190000000000001,0.6419,0.7879999999999999,-123.3349153,42.3483851,,,,,
Lincoln Street Elementary School,Hillsboro,Washington,Hillsboro SD 1J,Northwest Regional ESD,Public,Yes,6,Trickle Creek,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",81,,,,,,,,,0.24,0.172,0.455,0.8687,0.19699999999999998,-122.9767641,45.5243548,Trickle Creek,,,,
Llewellyn Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",100,Yes,No,No,Yes,No,Yes,No,No,0.823,0.706,0.871,0.1451,0.816,-122.6522168,45.477166,Coastal Discovery Center at Camp Gray,,,,
Logos Public Charter School,Medford,Jackson,Medford SD 549C,Southern Oregon ESD,Public,No,"",,,,,,,,,,,,,,0.522,0.381,0.667,,0.852,-122.8639946,42.3209032,,,,,
London School,Cottage Grove,Lane,South Lane SD 45J3,Lane ESD,Public,Yes,5,Grove Christian Camp,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",45,Yes,Yes,No,No,Yes,No,Yes,No,0.48100000000000004,0.373,0.7859999999999999,0.7356,0.8390000000000001,-123.08446000000001,43.6496629,Grove Christian Camp,,,,
Lookingglass Elementary School,Roseburg,Douglas,Winston-Dillard SD 116,Douglas ESD,Public,Yes,5,Hancock Field Station,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",25,Yes,No,No,Yes,No,Yes,No,No,0.313,0.257,0.84,0.534,0.9009999999999999,-123.487233,43.176983,Hancock Field Station,,,,
Lorna Byrne Middle School,Cave Junction,Josephine,Three Rivers/Josephine County SD,Southern Oregon ESD,Public,Yes,6,,,,,,,,,,,,,,0.331,0.17300000000000001,0.474,0.7291,0.813,-123.6439551,42.1663061,,,,,
Lourdes School,Scio,Linn,Scio SD 95,Linn Benton Lincoln ESD,Public,No,"",,,,,,,,,,,,,,0.65,0.55,0.95,,0.9179999999999999,-122.6914384,44.7165568,,,,,
Luckiamute Valley Charter School,Monmouth,Polk,Dallas SD 2,Willamette ESD,Public,Yes,6,Camp Tapawingo,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",18,Yes,Yes,No,Yes,Yes,No,Yes,No,0.37,0.17600000000000002,0.838,,0.8059999999999999,-123.4465524,44.7453094,Camp Tapawingo,,,,
Lynch Meadows Elementary School,Portland,Multnomah,Centennial SD 28J,Multnomah ESD,Public,Yes,5,Mazama Mountain Science School,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",62,Yes,No,No,Yes,No,No,No,No,0.24,0.233,0.418,0.8349,0.397,-122.4776367,45.5017218,Mazama Mountain Science School,,,,
Lynch View Elementary School,Portland,Multnomah,Centennial SD 28J,Multnomah ESD,Public,Yes,5,Mazama Mountain Science School,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",69,Yes,No,No,Yes,No,No,No,No,0.41,0.384,0.5539999999999999,0.8718,0.40399999999999997,-122.4881626,45.5113142,Mazama Mountain Science School,,,,
Lynch Wood Elementary School,Portland,Multnomah,Centennial SD 28J,Multnomah ESD,Public,Yes,5,Mazama Mountain Science School,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",62,Yes,No,No,Yes,No,No,No,No,0.36200000000000004,0.28300000000000003,0.485,0.8158,0.38799999999999996,-122.4857925,45.4963538,Mazama Mountain Science School,,,,
M A Lynch Elementary School,Redmond,Deschutes,Redmond SD 2J,High Desert ESD,Public,Yes,5,Camp Tamarack,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",73,Yes,No,No,Yes,No,No,No,No,0.436,0.395,0.631,0.7855,0.6459999999999999,-121.182416,44.26609,Camp Tamarack,,,,
Ma'Ayan Ha Torah Day School,Portland,Multnomah,Private,Private,Private,No,"",,,,,,,,,,,,,,,,,,,-122.72,45.47,,,,,
Mabel Rush Elementary School,Newberg,Yamhill,Newberg SD 29J,Willamette ESD,Public,Yes,5,Twin Rocks Friends Conference,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",93,Yes,Yes,No,Yes,No,Yes,No,No,0.493,0.433,0.736,0.4288,0.7,-122.9508378,45.3107581,Twin Rocks Friends Conference,,,,
Madrona Elementary School,Grants Pass,Josephine,Three Rivers/Josephine County SD,Southern Oregon ESD,Public,Yes,4,,1,0,"Yes, and it CONNECTS TO STATE STANDARDS",55,,,,,,,,,0.505,0.344,0.726,0.6648999999999999,0.8540000000000001,-123.3631043,42.3623902,,,,,
Malabon Elementary School,Eugene,Lane,Bethel SD 52,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.462,0.41200000000000003,0.815,0.6674,0.6759999999999999,-123.161169,44.0768265,,,,,
Malin Elementary School,Malin,Klamath,Klamath County SD,Southern Oregon ESD,Public,Yes,"5, 6",Coastal Discovery Center at Camp Gray,3,2,"Yes, but it DOES NOT CONNECT TO STATE STANDARDS",40,Yes,No,No,Yes,No,Yes,No,No,0.46299999999999997,0.4,0.5,0.7646999999999999,0.375,-121.4111123,42.010226,Coastal Discovery Center at Camp Gray,,,,
Maple Elementary School,Springfield,Lane,Springfield SD 19,Lane ESD,Public,No,"",,,,,,,,,,,,,,0.5,0.384,0.667,0.8629000000000001,0.632,-122.9922053,44.0544447,,,,,
Mari-Linn Elementary School,Lyons,Linn,North Santiam SD 29J,Willamette ESD,Public,Yes,5,Coastal Discovery Center at Camp Gray,4,3,"Yes, and it CONNECTS TO STATE STANDARDS",25,Yes,No,No,No,No,Yes,No,No,0.39899999999999997,0.409,0.737,0.5251,0.9129999999999999,-122.617867,44.779324,Coastal Discovery Center at Camp Gray,,,,
Martin Luther King Jr. School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Namanu,5,4,"Yes, and it CONNECTS TO STATE STANDARDS",20,Yes,No,No,Yes,No,No,No,No,0.115,0.076,0.17600000000000002,0.888,0.11699999999999999,-122.6590884,45.5582344,Camp Namanu,,,,
Marysville Elementary School,Portland,Multnomah,Portland SD 1J,Multnomah ESD,Public,Yes,6,Camp Howard,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",34,,,,Yes,No,No,No,No,0.53,0.405,0.597,0.8045,0.34600000000000003,-122.583501,45.4870115,Camp Howard,,,,
Maupin Elementary School,Maupin,Wasco,South Wasco County SD 1,Columbia Gorge ESD,Public,Yes,6,Wallowa Lake Camp,6,5,"Yes, and it CONNECTS TO STATE STANDARDS",18,Yes,Yes,No,No,Yes,Yes,Yes,No,0.583,0.38299999999999995,0.7,0.6202000000000001,0.736,-121.078461,45.176978,Wallowa Lake Camp,,,,
May Roberts Elementary School,Ontario,Malheur,Ontario SD 8C,Malheur ESD Region 14,Public,No,"",,,,,,,,,,,,,,0.374,0.278,0.512,0.92,0.221,-116.9712996,44.0334664,,,,,
McBride Elementary School,St Helens,Columbia,St Helens SD 502,Northwest Regional ESD,Public,Yes,6,Cedar Ridge,3,2,"Yes, and it CONNECTS TO STATE STANDARDS",90,Yes,No,No,,,,,,0.503,0.42700000000000005,0.753,0.4968,0.8390000000000001,-122.8386771,45.8558453,Cedar Ridge,,,,
McCornack Elementary School,Eugene,Lane,Eugene SD 4J,Lane ESD,Public,Yes,5,Camp Lutherwood Oregon,2,0,"Yes, and it CONNECTS TO STATE STANDARDS",64,Yes,No,No,Yes,Yes,No,No,No,0.433,0.316,0.508,0.6722,0.578,-123.1442529,44.0384828,Camp Lutherwood Oregon,,,,
